,id,title,director,actor,genre,story,platform,time,age,year,thumb,photo1,photo2,video
10,11,패션 오브 크라이스트,Mel Gibson,"Jim Caviezel, Maia Morgenstern, Christo Jivkov","
드라마
","마지막 만찬 후에 겟세마니 동산에 올라간 예수는 그 곳에서 사탄의 유혹을 물리친다. 그러나 그 곳에서 예수 그리스도는 유다에게 배신 당해 체포되어 예루살렘으로 끌려온다. 바리새인들은 예수 그리스도를 신성모독죄로 단죄하고, 재판에서 사형을 선고한다.  팔레스타인의 로마 제독, 빌라도는 바리새인들의 주장을 들으며 그의 앞에 끌려온 예수 그리스도를 어떻게 처리할지 고민한다. 자신이 정치적 위기에 직면해 있음을 깨달은 빌라도는 이 문제를 헤롯왕에게 의논한다. 헤롯왕은 빌라도에게 예수 그리스도를 돌려보낸다. 이에 빌라도가 군중들에게 그리스도와 죄수 바라바 중 누구를 석방할지 결정하도록 하자, 군중들은 바라바에게 자유를 예수 그리스도에게 처형을 주장한다.  로마 병사들로부터 처참하게 채찍질을 당한 그리스도는 빌라도 앞에 다시 끌려오게 된다. 빌라도는 만신창이가 된 예수 그리스도를 군중에게 보이며, ‘이 정도면 충분하지 않은가?’라고 묻지만 피에 굶주린 군중들은 만족하지 못한다. 딜레마에 빠진 빌라도는 군중들이 원하는 대로 처리하도록 부하들에게 명령한다.  그리하여 예수 그리스도는 예루살렘 거리를 지나 골고다 언덕까지 십자가를 메고 가도록 명령을 받는다. 골고다 언덕 위에서 예수 그리스도는 십자가에 못 박히게 되고 그 곳에서 마지막 유혹에 직면한다. 그의 아버지가 그를 버렸을 지도 모른다는 두려움 때문이었다. 하지만 예수 그리스도는 두려움을 극복하고 어머니인 마리아를 바라보며 그녀만이 완전히 이해할 수 있는 마지막 한 마디를 하고 죽는다. “다 이루었도다.”“내 영혼을 아버지 손에 맡기나이다.”...",왓챠,"
2시간 7분
    ",19 이용가,2004,https://www.themoviedb.org//t/p/w300_and_h450_bestv2/hNnh0cwtv5iQ1ErTSZXMbo1Q2Rl.jpg,https://www.themoviedb.org//t/p/w300_and_h450_bestv2/hNnh0cwtv5iQ1ErTSZXMbo1Q2Rl.jpg,https://www.themoviedb.org//t/p/w533_and_h300_bestv2/4840rkbpsiuow5ew155oVKcqJwj.jpg,없음
11,12,베놈,Todd McFarlane,"Tom Hardy, Michelle Williams, Riz Ahmed","
SF,?액션
",진실을 위해서라면 몸을 사리지 않고 사회의 부조리를 취재하는 정의로운 열혈 기자 에디 브록. 거대 기업 라이프 파운데이션의 생체실험에 의혹을 품고 뒤를 쫓던 그는 이들의 사무실에 잠입했다가 실험실에서 외계 생물체 심비오트의 기습 공격을 받게 된다. 심비오트가 숙주의 몸과 정신을 지배할 때 능력을 발휘하는 베놈은 에디의 몸에 기생하며 갖가지 소동을 일으킨다. 한편 비밀리에 인간과 심비오트를 결합해 새로운 생명체를 만들려는 시도를 계속하던 라이프 파운데이션의 회장 드레이크 또한 심비오트의 숙주가 된다.,왓챠,"
1시간 52분
    ",15 이용가,2018,https://www.themoviedb.org//t/p/w300_and_h450_bestv2/x4ojC59pYfPlAP4mmy2LSkCCuK2.jpg,https://www.themoviedb.org//t/p/w300_and_h450_bestv2/x4ojC59pYfPlAP4mmy2LSkCCuK2.jpg,https://www.themoviedb.org//t/p/w533_and_h300_bestv2/VuukZLgaCrho2Ar8Scl9HtV3yD.jpg,https://www.themoviedb.org//video/play?key=8dKsp_Kswwo
12,13,찰리와 초콜릿 공장,Roald Dahl,"Johnny Depp, Freddie Highmore, David Kelly","
모험,?코미디,?가족,?판타지
",전 세계 누구에게나 사랑 받는 윌리 웡카 초콜릿 공장. 매일 엄청난 양의 초콜릿을 생산해 세계 각국으로 운반하고 있지만 그 누구도 공장을 드나 드는 사람을 본 적이 없는 비밀의 공간이다. 공장보다 더 신비로운 수수께끼는 공장장인 윌리 웡카(조니 뎁)라는 인물. 소문에 의하면 웡카는 몇 년 동안 공장 밖으로 나가본 적도 없다고 한다. 어느 날 윌리 웡카가 5개의 웡카 초콜릿에 감춰진 행운의 황금티켓을 찾은 어린이 다섯 명에게 자신의 공장을 공개하고 그 모든 제작과정의 비밀을 보여주겠다는 선언을 한다. 이제 전 세계 어린이들은 황금티켓을 찾기 위한 노력을 시작한다.,왓챠,"
1시간 55분
    ",ALL 이용가,2005,https://www.themoviedb.org//t/p/w300_and_h450_bestv2/b3422i6tIf91RttBRfIz70dBSwn.jpg,https://www.themoviedb.org//t/p/w300_and_h450_bestv2/b3422i6tIf91RttBRfIz70dBSwn.jpg,https://www.themoviedb.org//t/p/w533_and_h300_bestv2/bSvUW4JQ6g4QiKvwejcfcPRd4Ke.jpg,https://www.themoviedb.org//video/play?key=sWXwA9DPwK0
13,14,탑건,Tony Scott,"Tom Cruise, Kelly McGillis, Val Kilmer","
로맨스,?드라마,?액션
","해군 최신예 전투기인 F-14기를 모는 젊은 조종사 매버릭 대위는 훌륭한 전투기 조종사였던 아버지를 둔 패기만만한 파일럿 청년. 솜씨가 거칠기로 소문난 그는 탑 건 훈련학교에 입학하면서 인생의 전환을 맞게 된다. 가장 큰 변화는 항공물리학을 강의하는 여교관 찰리와 사랑에 빠진 것. 하지만 매버릭이 조종하던 F-14 전투기가 비행 훈련 도중 그만 제트 기류에 빠지면서 엔진 고장을 일으키고, 이때 함께 탈출을 시도하던 구즈가 사망하는 사고가 발생하고 마는데...",왓챠,"
1시간 50분
    ",15 이용가,1986,https://www.themoviedb.org//t/p/w300_and_h450_bestv2/9DVdYFqGXdMPLgIfqQxNpUWz266.jpg,https://www.themoviedb.org//t/p/w300_and_h450_bestv2/9DVdYFqGXdMPLgIfqQxNpUWz266.jpg,https://www.themoviedb.org//t/p/w533_and_h300_bestv2/jILeJ60zPpIjjJHGSmIeY4eO30t.jpg,없음
14,15,반지의 제왕: 반지 원정대,Peter Jackson,"Elijah Wood, Ian McKellen, Viggo Mortensen","
모험,?판타지,?액션
","호빗이라 불리우는 난장이 종족 중의 한 명인 프로도는 자신의 삼촌에게서 우연히 절대 반지를 물려받게 되고, 마법사 간달프를 통해서 절대반지가 사우론의 손에 들어가면 악의 세력이 세상을 지배하게 된다는 것을 알게 된다. 하지만 절대반지를 영원히 파괴할 수 있는 유일한 방법은 반지가 만들어진 불의 산의 용암에 그것을 던져 넣는 길 뿐이다. 마침내 프로도와 그의 친구들, 엘프족인 레골라스, 난장이족 김리, 두명의 인간 전사 아라곤과 보로미르, 그리고 마법사 간달프로 구성된 반지 원정대가 길고도 험난한 여정을 떠나게 되는데...",왓챠,"
3시간 47분
    ",12 이용가,2001,https://www.themoviedb.org//t/p/w300_and_h450_bestv2/7uCvKNKKLRqYYyHIRpphi3yUE6Z.jpg,https://www.themoviedb.org//t/p/w300_and_h450_bestv2/7uCvKNKKLRqYYyHIRpphi3yUE6Z.jpg,https://www.themoviedb.org//t/p/w533_and_h300_bestv2/a0lfia8tk8ifkrve0Tn8wkISUvs.jpg,https://www.themoviedb.org//video/play?key=7OIzI2_Byds
15,16,퓨리,David Ayer,"Brad Pitt, Logan Lerman, Michael Pe?a","
전쟁,?드라마,?액션
","2차 세계대전, 전차부대를 이끄는 대장 워대디에게 적으로 둘러싸인 최전선에서의 마지막 전투 명령이 떨어진다. 하지만 수 차례의 전투로 대부분의 동료를 잃은 그에겐 단 한 대의 탱크 퓨리와 지칠 대로 지쳐버린 부대원들만이 남아있을 뿐. 게다가 지원군으로 경력이 전무한 신병 노먼이 배치되고, 워대디는 신참을 포함한 단 4명의 부대원만으로 적진에 나서야 하는 상황에 처한다. 수백 명의 적들과 맞서야 하는 단 5인의 병사. 최소의 인원과 최악의 조건 속, 사상 최대 위기에 처한 워대디와 그의 부대는 생존 가능성 제로인 최후의 전쟁터로 향하는데...",왓챠,"
2시간 14분
    ",15 이용가,2014,https://www.themoviedb.org//t/p/w300_and_h450_bestv2/dYwwlFLd8WNrfa3s6HBzAbH3QXG.jpg,https://www.themoviedb.org//t/p/w300_and_h450_bestv2/dYwwlFLd8WNrfa3s6HBzAbH3QXG.jpg,https://www.themoviedb.org//t/p/w533_and_h300_bestv2/kdbLf3aTQsEXqYlH9vA4fzmnSFz.jpg,https://www.themoviedb.org//video/play?key=Ak9pJf8RNFk
16,17,스파이더맨: 홈커밍,Jon Watts,"Tom Holland, Michael Keaton, Robert Downey Jr.","
액션,?모험,?SF,?드라마
","토니 스타크의 제안을 받고 시빌 워에 참여한 피터 파커는 다음 임무가 언제일지 설렘을 안고 하루하루를 보낸다. 토니는 MIT 진학 준비에 전념할 것을 권하지만 친절한 이웃에 머무는 것은 피터의 성에 차지 않는다. 한편 어벤져스 군단과 외계 세력의 전투로 생긴 산업폐기물을 처리하던 아드리안 툼즈는 그 일이 토니 스타크와 정부에 넘어가면서 하루아침에 빈털터리가 된다. 이에 앙심을 품은 아드리안은 외계 첨단무기를 훔쳐서 개조하는 빌런이 되고, 그의 존재를 알게 된 피터는 도움을 빌리지 않고 자기가 일을 해결해보려고 한다.",왓챠,"
2시간 13분
    ",12 이용가,2017,https://www.themoviedb.org//t/p/w300_and_h450_bestv2/nS8700DvlmXBVX0UqZZwnCcFB1X.jpg,https://www.themoviedb.org//t/p/w300_and_h450_bestv2/nS8700DvlmXBVX0UqZZwnCcFB1X.jpg,https://www.themoviedb.org//t/p/w533_and_h300_bestv2/fn4n6uOYcB6Uh89nbNPoU2w80RV.jpg,https://www.themoviedb.org//video/play?key=LjgFtASzrBA
17,18,퍼시픽 림,Guillermo del Toro,"Charlie Hunnam, Rinko Kikuchi, Idris Elba","
액션,?SF,?모험
","2025년, 태평양 연안의 심해에 커다란 균열이 일어난다. 정체를 알 수 없었던 이곳은 지구와 우주를 연결하는 포탈이었고 여기서 엄청난 크기의 외계 괴물 카이주가 나타난다. 일본 전역을 시작으로 미국, 중국, 러시아, 호주 등 지구 곳곳을 파괴하는 카이주의 공격에 전 세계가 혼돈에 빠지고, 전 지구적인 비상사태 돌입에 세계 각국의 정상들은 인류 최대의 위기에 맞서기 위한 범태평양연합방어군을 결성한다. 상상을 초월하는 수퍼 파워, 뇌파를 통해 파일럿의 동작을 인식하는 신개념 조종시스템을 장착한 예거와 이를 조종하는 최정예 파일럿들이 괴물들에게 반격을 시작하는데...",왓챠,"
2시간 11분
    ",12 이용가,2013,https://www.themoviedb.org//t/p/w300_and_h450_bestv2/BWJhHHqeW5oCRvqLXF5twAFAga.jpg,https://www.themoviedb.org//t/p/w300_and_h450_bestv2/BWJhHHqeW5oCRvqLXF5twAFAga.jpg,https://www.themoviedb.org//t/p/w533_and_h300_bestv2/ig7qUy7drkEFZNCK7gi0hMn1WMN.jpg,https://www.themoviedb.org//video/play?key=QTK44VXXkXg
18,19,분노의 질주: 더 세븐,Gary Scott Thompson,"Vin Diesel, Paul Walker, Dwayne Johnson","
액션,?스릴러,?범죄
","도미닉(반 디젤)과 멤버들은 범죄조직 소탕 후 모든 전과를 사면 받고 평범한 일상으로 돌아간다. 하지만 평화도 잠시, 전작에서 처리한 범죄조직의 리더 오웬 쇼의 형 데카드 쇼(제이슨 스타뎀)가 동생의 복수를 위해 멤버들을 차례로 공격한다. 특수부대 출신 용병 데카드 쇼의 난입으로 한(성 강)이 갑작스레 사망하게 되고, 도미닉의 집은 순식간에 폭파당한다. 이에 맞서는 정부요원 페티(커트 러셀)는 도미닉을 돕는 조건으로 납치당한 해커 램지(나탈리 엠마누엘)의 구출을 의뢰하고, 도미닉은 멤버들을 다시 모아 숨막히는 반격을 시작한다.",왓챠,"
2시간 18분
    ",15 이용가,2015,https://www.themoviedb.org//t/p/w300_and_h450_bestv2/cuQdgDYANbKA46e4va2fz6fODkc.jpg,https://www.themoviedb.org//t/p/w300_and_h450_bestv2/cuQdgDYANbKA46e4va2fz6fODkc.jpg,https://www.themoviedb.org//t/p/w533_and_h300_bestv2/cHkhb5A4gQRK6zs6Pv7zorHs8Nk.jpg,https://www.themoviedb.org//video/play?key=5dkItLtiYR0
19,20,분노의 질주: 더 익스트림,Gary Scott Thompson,"Vin Diesel, Jason Statham, Dwayne Johnson","
액션,?범죄,?스릴러
",마침내 평화로운 일상으로 돌아온 리더 도미닉(빈 디젤)과 멤버들. 하지만 레티(미셸 로드리게스)와 쿠바에서 신혼을 만끽 중인 도미닉(빈 디젤)에게 불청객이 찾아온다. 전설적인 해커이자 테러 조직의 리더 사이퍼(샤를리즈 테론)는 도미닉을 협박해 자신의 명령을 따르게 한다. 멤버들은 도미닉이 사이퍼와 함께  사상 최악의 테러를 계획하고 있음을 알게 된다.  리더의 배신으로 위기에 놓인 멤버들은 한때 팀을 모두 전멸시키려 했던 데카드 쇼(제이슨 스타뎀)까지 영입해  최악의 적이 되어버린 도미닉과의 피할 수 없는 대결을 앞두게 되는데...,왓챠,"
2시간 16분
    ",15 이용가,2017,https://www.themoviedb.org//t/p/w300_and_h450_bestv2/h7tvYU9kN4pKjCIzUhf6PLNhQHT.jpg,https://www.themoviedb.org//t/p/w300_and_h450_bestv2/h7tvYU9kN4pKjCIzUhf6PLNhQHT.jpg,https://www.themoviedb.org//t/p/w533_and_h300_bestv2/jzdnhRhG0dsuYorwvSqPqqnM1cV.jpg,https://www.themoviedb.org//video/play?key=bfoFmZhMXmA
20,21,기생충,Bong Joon-ho,"Song Kang-ho, Lee Sun-kyun, Cho Yeo-jeong","
코미디,?스릴러,?드라마
","전원 백수로 살 길 막막하지만 사이는 좋은 기택 가족. 장남 기우에게 명문대생 친구가 연결시켜 준 고액 과외 자리는 모처럼 싹튼 고정수입의 희망이다. 온 가족의 도움과 기대 속에 박 사장 집으로 향하는 기우. 글로벌 IT기업의 CEO인 박 사장의 저택에 도착하자 젊고 아름다운 사모님 연교와 가정부 문광이 기우를 맞이한다. 큰 문제 없이 박 사장의 딸 다혜의 과외를 시작한 기우. 그러나 이렇게 시작된 두 가족의 만남 뒤로, 걷잡을 수 없는 사건이 기다리고  있는데.....",왓챠,"
2시간 11분
    ",15 이용가,2019,https://www.themoviedb.org//t/p/w300_and_h450_bestv2/jjHccoFjbqlfr4VGLVLT7yek0Xn.jpg,https://www.themoviedb.org//t/p/w300_and_h450_bestv2/jjHccoFjbqlfr4VGLVLT7yek0Xn.jpg,https://www.themoviedb.org//t/p/w533_and_h300_bestv2/hiKmpZMGZsrkA3cdce8a7Dpos1j.jpg,https://www.themoviedb.org//video/play?key=jBdRhhSt3Bc
